overall_rank,id,label,year,url,node_type,community_id,subcommunity_id,seed_type,pagerank,betweenness,local_betweenness,bridge_score,in_degree,out_degree,pr_pct,bw_pct,local_bw_pct,composite_score,landmark
532,146351380,Rattiram & Ors vs State Of M.P.Tr.Insp.Of Police,2012.0,https://indiankanoon.org/doc/146351380/,case,0,C0_S1,expanded,0.00028863545188912646,0.0010498097298396692,0.0006149307584670363,0.3076923076923077,5,8,0.8795156407669021,0.8994954591321898,0.5408678102926338,0.8197780020181636,False
533,1686885,"Kihoto Hollohan vs Zachillhu And Others on 18 February, 1992",1992.0,https://indiankanoon.org/doc/1686885/,case,0,C0_S10,expanded,0.00023542663127818872,0.0006345534048417676,0.005204028737995185,0.15151515151515152,18,15,0.8246215943491423,0.8363269424823411,0.7769929364278506,0.8197780020181635,False
535,1648125,"Anant Mills Co. Ltd vs State Of Gujarat & Ors on 21 January, 1975",1975.0,https://indiankanoon.org/doc/1648125/,case,1,C1_S16,expanded,0.0002506357683614127,0.0007496602314765818,0.0028514067307582125,0.6,9,11,0.8419778002018163,0.858728557013118,0.6966700302724521,0.8196165489404642,False
537,63489929,Ashoka_Kumar_Thakur_vs_Union_Of_India_Ors_on_10_April_2008,2008.0,https://indiankanoon.org/doc/63489929/,case,0,C0_S4,expanded,0.00016898989510440876,0.001213532724520225,0.007240313574654636,0.18,15,35,0.7233097880928355,0.9122098890010091,0.8262361251261352,0.8194550958627649,False
538,1824031,I_T_C_Limited_vs_Agricultural_Produce_Market_Committee_on_24_January_2002,2002.0,https://indiankanoon.org/doc/1824031/,case,0,C0_S7,expanded,0.0002592475418220232,0.0006109469172966298,0.003626126667523896,0.40540540540540543,10,27,0.8524722502522705,0.8316851664984863,0.7283551967709384,0.8193340060544905,False
539,1145726,"Union Of India & Ors vs Dhanwanti Devi & Ors on 21 August, 1996",1996.0,https://indiankanoon.org/doc/1145726/,case,2,C2_S2,expanded,0.00020736340332079347,0.0008972128157696761,0.004515787122820375,0.42857142857142855,6,8,0.78970736629667,0.8801210898082744,0.7562058526740666,0.8191725529767913,False
540,1444315,"Executive Engineer, Dhenkanal Minor ... vs N.C.Budharaj (Dead) By L.Rs.Etc.Etc on 10 January, 2001",2001.0,https://indiankanoon.org/doc/1444315/,case,11,C11_S1,expanded,0.0001663977752149998,0.0008524264378858042,0.017388667625092183,0.35,7,13,0.7162462159434915,0.8732593340060545,0.9154389505549949,0.8188900100908174,False
541,861691,Sanwarmal_Kejriwal_vs_Vishwa_Cooperative_Housing_Society_on_8_March_1990,1990.0,https://indiankanoon.org/doc/861691/,case,1,C1_S13,expanded,0.00022620990636098247,0.000808968732062009,0.0036533031900820106,0.26666666666666666,3,12,0.8143289606458123,0.8680121089808275,0.729364278506559,0.8188092835519678,False
544,1160961,Steel Authority Of India Ltd vs Union Of India & Ors,,https://indiankanoon.org/doc/1160961/,case,4,C4_S2,expanded,0.00020873655191699694,0.0008556497279312787,0.004662892308240757,0.2,2,3,0.791321897073663,0.8742684157416751,0.7598385469223007,0.8182038345105954,False
546,1795100,P.S. Sathappan (Dead) By Lrs vs Andhra Bank Ltd. & Ors,,https://indiankanoon.org/doc/1795100/,case,1,C1_S9,expanded,0.00019981710108290924,0.0010783816003628558,0.0036029496479898625,0.45454545454545453,5,6,0.7790110998990918,0.9021190716448032,0.7267406659939455,0.8178002018163472,False
547,1273595,Anand Singh & Anr vs State Of U.P. & Ors,2010.0,https://indiankanoon.org/doc/1273595/,case,2,C2_S1,expanded,0.0001545248483265255,0.0013610358914799522,0.013723609952452526,0.06896551724137931,5,24,0.675882946518668,0.9231079717457114,0.8908173562058527,0.8177598385469222,False
548,1741949,Pawan_Alloys_And_Casting_Pvt_Ltd_Meerut_vs_U_P_State_Electricity_Board_And_Ors_on_5_August_1997,1997.0,https://indiankanoon.org/doc/1741949/,case,8,C8_S7,expanded,0.00021493472629212492,0.0005556015373596467,0.00863194283184247,0.4,7,8,0.8006054490413723,0.8201816347124117,0.846417759838547,0.817598385469223,False
550,10239019,Lalita Kumari vs Govt.Of U.P.& Ors,2013.0,https://indiankanoon.org/doc/10239019/,case,0,C0_S9,expanded,0.00023708692487771512,0.0009301396422233443,0.0020606336923897507,0.37037037037037035,14,13,0.8272452068617558,0.8861755802219979,0.6601412714429868,0.8173965691220988,False
551,593401,State_Of_Orissa_Other_vs_The_Tltaghur_Paper_Mills_Company_Ltd_on_1_March_1985,1985.0,https://indiankanoon.org/doc/593401/,case,8,C8_S1,expanded,0.00022484889126320285,0.0006447393757722855,0.005397142386005592,0.5555555555555556,8,1,0.8131180625630676,0.8385469223007064,0.782643794147326,0.8171947527749748,False
552,2325514,Barasat Eye Hospital Thr. Its Rep. vs Kaustabh Mondal,2019.0,https://indiankanoon.org/doc/2325514/,case,5,C5_S7,expanded,0.00013204367137037188,0.005313427010006893,0.05822290903528791,0.17647058823529413,1,16,0.5696266397578204,0.9860746720484359,0.9733602421796166,0.8169525731584258,False
553,1682508,"Kannan Devan Hills Produce Company Ltd vs The State Of Kerala And Another on 27 April, 1972",1972.0,https://indiankanoon.org/doc/1682508/,case,0,C0_S0,expanded,0.00021984494455913028,0.0016476087665425298,0.001185557839899196,0.4090909090909091,8,14,0.80686175580222,0.936226034308779,0.5977800201816347,0.8167911200807266,False
555,1386184,Basayya I. Mathad vs Rudrayya S. Mathad & Ors,,https://indiankanoon.org/doc/1386184/,case,5,C5_S3,expanded,0.00021675751150191047,0.0007017968907732687,0.005390835579514825,0.0,2,0,0.8030272452068618,0.8477295660948537,0.7819374369323915,0.8166902119071646,False
556,771263,Mandal_Revenue_Officer_vs_Goundla_Venkaiah_Anr_on_6_January_2010,2010.0,https://indiankanoon.org/doc/771263/,case,5,C5_S4,expanded,0.00014590240496508295,0.0012684558782706727,0.048539876994705716,0.16666666666666666,3,9,0.6403632694248234,0.917255297679112,0.9677093844601413,0.8165893037336025,False
557,1043630,"Gursharan Singh & Ors. Etc. Etc vs New Delhi Municipal Committee & Ors on 2 February, 1996",1996.0,https://indiankanoon.org/doc/1043630/,case,2,C2_S13,expanded,0.00025225182157893487,0.0003716714787723604,0.00993523567929208,0.1111111111111111,8,1,0.8446014127144299,0.7656912209889001,0.8615539858728557,0.8164278506559033,False
558,791131,"Chairman, Indore Vikas Pradhikaran vs M/S Pure Industrial Cock & Chem. Ltd. & ...",,https://indiankanoon.org/doc/791131/,case,2,C2_S2,expanded,0.00016032762442234362,0.0011721221559180411,0.010920344849268857,0.20833333333333334,8,16,0.6962663975782039,0.9091826437941474,0.8712411705348133,0.8164278506559033,False
559,348205,State Of Karnataka & Anr vs All India Manufacturers Organization & ...,,https://indiankanoon.org/doc/348205/,case,2,C2_S7,expanded,0.00030052337295880297,0.0004932634507799355,0.0028273743554960407,0.4666666666666667,9,6,0.887790110998991,0.805247225025227,0.6960645812310797,0.8164278506559033,False
561,786194,"Majati Subbarao vs P.K.K. Krishna Rao (Deceased) By Lrs on 19 September, 1989",1989.0,https://indiankanoon.org/doc/786194/,case,1,C1_S8,expanded,0.0002057463892012642,0.0005771641227420451,0.008818533909002103,0.0,1,5,0.787891019172553,0.8262361251261352,0.8474268415741675,0.8151362260343088,False
565,104313664,"Rural Litigation & Entitlement Kendra vs State Of U.P on 30 August, 1988",1988.0,https://indiankanoon.org/doc/104313664/,case,12,C12_S0,expanded,0.00023959244356662292,0.00028369718651234503,0.04212450692299971,0.26666666666666666,10,5,0.8302724520686176,0.7249243188698284,0.9612512613521695,0.8143289606458124,False
566,849480,"Col. Sir Harinder Singh Brar Bans ... vs Bihari Lal And Ors. on 18 March, 1994",1994.0,https://indiankanoon.org/doc/849480/,case,2,C2_S11,expanded,0.0001774506904532836,0.0008451891016832859,0.008388418632811298,0.5,1,3,0.7419778002018164,0.8712411705348133,0.8441977800201816,0.8141271442986882,False
567,1961694,Union_Of_India_vs_A_L_Rallia_Ram_on_19_April_1963,1963.0,https://indiankanoon.org/doc/1961694/,case,11,C11_S1,expanded,0.00027771148664176815,0.00019734532476684035,0.08320757242771237,0.25,9,3,0.872250252270434,0.6718466195761856,0.9822401614530777,0.8140867810292635,False
568,175816,United Bank Of India vs Satyawati Tondon & Ors,2010.0,https://indiankanoon.org/doc/175816/,case,7,C7_S3,expanded,0.0001834542470832177,0.0008883583135491533,0.0065057502932433986,0.3157894736842105,8,11,0.7525731584258325,0.879313824419778,0.8054490413723512,0.8138446014127145,False
570,147756011,i) State of Andhra Pradesh v. A.P. Wakf Board,2022.0,https://indiankanoon.org/doc/147756011/,case,1,C1_S11,expanded,0.0001394999236457382,0.002659212812282462,0.017290873006269275,0.6333333333333333,2,28,0.6115035317860746,0.9648839556004036,0.9146316851664985,0.8134813319878911,False
571,40133779,General Officer Commanding vs Cbi & Anr,2012.0,https://indiankanoon.org/doc/40133779/,case,13,C13_S5,expanded,0.00019334487241018814,0.00040174401666045356,0.0558587477947631,0.5384615384615384,4,9,0.7699293642785066,0.7771947527749747,0.9725529767911201,0.8133602421796166,False
574,178099225,Ebix_Singapore_Pte_Ltd_vs_Committee_Of_Creditors_Of_Educomp_on_13_September_2021,2021.0,https://indiankanoon.org/doc/178099225/,case,7,C7_S1,expanded,0.0001584866818857459,0.0012907409828578523,0.00883526208881857,0.21428571428571427,5,23,0.6892028254288597,0.9180625630676085,0.8478304742684157,0.8124722502522704,False
575,15173,D.D.A vs Bholanath Sharma(Dead) By Lrs. & Ors,2010.0,https://indiankanoon.org/doc/15173/,case,2,C2_S12,expanded,0.00013657054878669147,0.003253335000779001,0.02026349139721785,0.3125,4,12,0.5939455095862765,0.9735620585267407,0.9271442986881937,0.8124318869828456,False
576,810499,"Federation Of Hotel & Restaurant ... vs Union Of India & Ors on 2 May, 1989",1989.0,https://indiankanoon.org/doc/810499/,case,8,C8_S1,expanded,0.000227746512306627,0.00034923425582081014,0.017134466133427444,0.375,11,13,0.81715438950555,0.7574167507568113,0.9130171543895056,0.8124318869828456,False
577,1130169,"State Of Kerala & Anr vs N. M. Thomas & Ors on 19 September, 1975",1975.0,https://indiankanoon.org/doc/1130169/,case,0,C0_S0,expanded,0.00040144505130050145,0.00042043868216429687,0.0015437782059750875,0.19230769230769232,20,6,0.932593340060545,0.7842583249243189,0.6278506559031282,0.8123107971745713,False
578,116362443,"Dr. Subramanian Swamy vs Dr. Manmohan Singh And Anr on 31 January, 2012",2012.0,https://indiankanoon.org/doc/116362443/,case,13,C13_S1,expanded,0.0002036645336123228,0.0003537049990475934,0.06018314273868988,0.5,8,10,0.784460141271443,0.758627648839556,0.9743693239152371,0.8121089808274471,False
579,184521,State_Of_Karnataka_vs_Union_Of_India_Another_on_8_November_1977,1977.0,https://indiankanoon.org/doc/184521/,case,0,C0_S10,expanded,0.00023460042108811157,0.0008476982617967658,0.002205949904196259,0.2727272727272727,18,4,0.8236125126135216,0.8720484359233098,0.6686175580221998,0.8119878910191727,False
580,15535,"Yudhishter vs Ashok Kumar on 11 December, 1986",1986.0,https://indiankanoon.org/doc/15535/,case,1,C1_S2,expanded,0.0001651149326598382,0.0009275603965742292,0.009695786876204732,0.09090909090909091,3,8,0.7136226034308779,0.8853683148335015,0.8591321897073663,0.8114228052472251,False
581,265836,"Ramjas Foundation & Ors vs Union Of India & Ors on 9 November, 2010",2010.0,https://indiankanoon.org/doc/265836/,case,10,C10_S4,expanded,0.0001522001335653182,0.0009959843114347808,0.022092104452164554,0.5,2,8,0.6676084762865793,0.8938446014127144,0.9340060544904137,0.8113824419778002,False
583,1946601,"Smt. Rajbir Kaur & Anr vs S. Chokesiri & Co on 9 August, 1988",1988.0,https://indiankanoon.org/doc/1946601/,case,1,C1_S19,expanded,0.0001847700267461766,0.0006289983724140531,0.011480760185559121,0.0,2,7,0.7540867810292634,0.8353178607467204,0.8768920282542886,0.8111402623612513,False
584,1496509,"Delhi Judicial Service Association Tis ... vs State Of Gujarat And Ors. Etc-Etc on 11 September, 1991",1991.0,https://indiankanoon.org/doc/1496509/,case,0,C0_S12,expanded,0.0002736827911437982,0.0004859557028501531,0.0032315837989557545,0.2608695652173913,11,12,0.8678102926337034,0.8028254288597376,0.7118062563067609,0.8106155398587285,False
585,166337158,Ferrodous Estates (Pvt) Ltd. vs P.Gopirathnam (Dead) And Ors.,2020.0,https://indiankanoon.org/doc/166337158/,case,5,C5_S0,expanded,0.00013569571330116354,0.0039489835581244396,0.01635873580629589,0.47619047619047616,2,19,0.5901109989909182,0.9786074672048436,0.9089808274470232,0.8092835519677095,False
586,103406670,J_P_Bansal_vs_State_Of_Rajasthan_Anr_on_12_March_2003,2003.0,https://indiankanoon.org/doc/103406670/,case,7,C7_S2,expanded,0.0003234886178186682,0.00026988027580432183,0.006699339772357549,0.5714285714285714,4,3,0.9005045408678103,0.7174571140262361,0.8096871846619577,0.8091220988900101,False
588,265262,"State Of Punjab (Now Haryana) And, Ors vs Amar Singh And Another on 21 January, 1974",1974.0,https://indiankanoon.org/doc/265262/,case,1,C1_S1,expanded,0.00015095634728385835,0.0010226706765679992,0.019064270084416315,0.3333333333333333,3,12,0.6631685166498487,0.8964682139253279,0.9225025227043391,0.8083551967709386,False
589,1456064,U_P_Awas_Evam_Vikas_Parishad_vs_Gyan_Devi_Dead_By_L_Rs_And_Ors_on_20_October_1994,1994.0,https://indiankanoon.org/doc/1456064/,case,2,C2_S12,expanded,0.00016473667386575282,0.000936951830603767,0.008194708758725364,0.125,5,11,0.7126135216952573,0.8873864783047427,0.8415741675075681,0.8083148335015137,False
590,634316,"Most. Rev. P.M.A. Metropolitan & Ors vs Moran Mar Marthoma & Anr on 20 June, 1995",1995.0,https://indiankanoon.org/doc/634316/,case,5,C5_S2,expanded,0.00016621038695144975,0.0011671651080115988,0.005696373851158345,0.7272727272727273,2,9,0.7158425832492432,0.9089808274470232,0.7909182643794147,0.8081130171543897,False
591,1926500,State_Of_West_Bengal_Ors_vs_Swapan_Kumar_Guha_Ors_on_2_February_1982,1982.0,https://indiankanoon.org/doc/1926500/,case,13,C13_S2,expanded,0.00028691598292082156,0.0005650638423138787,0.001667509538863171,0.5555555555555556,8,1,0.8785065590312815,0.8232088799192735,0.636125126135217,0.8079112008072654,False
594,75362100,Mirza_Raja_Shri_Pushavathi_Viziaram_vs_Shri_Pushavathi_Visweswar_Gajapathi_on_19_March_1963,1963.0,https://indiankanoon.org/doc/75362100/,case,17,C17,expanded,0.0002034106574345924,0.00030964841853393883,0.2222222222222222,0.5,3,1,0.7834510595358224,0.738042381432896,0.9931382441977801,0.8072250252270434,False
595,30569826,Assistant_Commissioner_Of_Income_Tax_vs_Ahmedabad_Urban_Development_Authority_on_19_October_2022,2022.0,https://indiankanoon.org/doc/30569826/,case,8,C8_S3,keyword,0.00012884813468092915,0.005242010873093447,0.05590848837005109,0.6346153846153846,1,51,0.546619576185671,0.9850655903128154,0.9727547931382442,0.8072250252270434,False
597,168671544,Navtej Singh Johar vs Union Of India Ministry Of Law And ...,2018.0,https://indiankanoon.org/doc/168671544/,case,0,C0_S9,expanded,0.00015596038138388058,0.001421665281439078,0.006956673734969844,0.18181818181818182,6,38,0.680928355196771,0.9263370332996973,0.8207870837537841,0.8070635721493441,False
599,288915,"Housing Board Of Havana vs Havana Housing Board Employees Union ... on 30 October, 1995",1995.0,https://indiankanoon.org/doc/288915/,case,2,C2_S7,expanded,0.00016080350157535625,0.0010164717714112369,0.008363911824834123,0.4444444444444444,1,8,0.6992936427850656,0.8960645812310797,0.8435923309788093,0.80686175580222,False
600,103028197,Kalpraj Dharamshi Successful ... vs Kotak Investment Advisors Limited,2021.0,https://indiankanoon.org/doc/103028197/,case,7,C7_S1,expanded,0.0001335833946447541,0.004293316310125775,0.01657919808032421,0.5853658536585366,3,38,0.581029263370333,0.9808274470232089,0.910393541876892,0.8068213925327953,False
602,1613762,Harjinder_Singh_vs_Punjab_State_Warehousing_Corp_on_5_January_2010,2010.0,https://indiankanoon.org/doc/1613762/,case,9,C9_S4,expanded,0.0001478747986323993,0.0009137777205087875,0.042427625377463765,0.1875,4,12,0.6502522704339051,0.8833501513622604,0.9614530776992937,0.805731584258325,False
604,52367199,Hanuman Laxman Aroskar vs Union Of India,2019.0,https://indiankanoon.org/doc/52367199/,case,12,C12_S3,expanded,0.00015030268125972723,0.0009109791751331418,0.026216281573328816,0.15789473684210525,6,13,0.6599394550958627,0.8825428859737638,0.943087790110999,0.8056104944500504,False
605,53449667,Gauri_Shankar_Gaur_And_Others_Etc_vs_State_Of_U_P_And_Others_on_12_August_1993,1993.0,https://indiankanoon.org/doc/53449667/,case,13,C13_S0,expanded,0.00012831001911252894,0.003657819711881184,0.17401729347525755,0.5434782608695652,3,43,0.5418768920282543,0.9763874873864783,0.9913218970736629,0.8055701311806257,False
606,450953,Madhu_Kishwar_Ors_Etc_vs_State_Of_Bihar_Ors_on_17_April_1996,1996.0,https://indiankanoon.org/doc/450953/,case,0,C0_S8,expanded,0.00016159565263567117,0.0017965413341115676,0.0037310889551913054,0.6086956521739131,5,18,0.703531786074672,0.943087790110999,0.7323915237134208,0.8051261352169526,False
607,1159364,"Har Shankar & Ors. Etc. Etc vs The Dy. Excise & Taxation Commr. & Ors on 21 January, 1975",1975.0,https://indiankanoon.org/doc/1159364/,case,0,C0_S2,expanded,0.00030116976161243154,0.0006542321952817429,0.0008559384079742888,0.47619047619047616,10,11,0.8881937436932391,0.8395560040363269,0.568920282542886,0.8048839556004037,False
609,36423291,Rojer Mathew vs South Indian Bank Ltd And Ors Chief ...,2019.0,https://indiankanoon.org/doc/36423291/,case,0,C0_S6,expanded,0.0001376341003219082,0.0031348935571093683,0.01093529754276389,0.3968253968253968,4,59,0.6044399596367306,0.9717457114026236,0.8714429868819374,0.8047628657921291,False
610,1536600,Smt_Somavanti_And_Others_vs_The_State_Of_Punjab_And_Others_And_on_2_May_1962,1962.0,https://indiankanoon.org/doc/1536600/,case,2,C2_S7,expanded,0.0006408723581701591,0.0002795302489831564,0.0015667092230558985,0.26666666666666666,11,4,0.9739656912209889,0.7229061553985873,0.6298688193743693,0.8047225025227044,False
611,1489340,Forward_Construction_Co_Ors_Etc_Etc_vs_Prabhat_Mandal_Regd_Andheri_Ors_on_26_November_1985,1985.0,https://indiankanoon.org/doc/1489340/,case,12,C12_S0,expanded,0.0003139615154836808,0.0004222954004068223,0.002081825493534197,0.6363636363636364,10,1,0.8952573158425833,0.7852674066599394,0.6617558022199799,0.8045610494450051,False
612,589438,Ramesh Gobindram vs. Sugra Humayun Mirza Wakf,2010.0,https://indiankanoon.org/doc/589438/,case,1,C1_S11,expanded,0.00023846129612967428,0.000410748551909168,0.006398369787192802,0.1111111111111111,4,5,0.829465186680121,0.7802219979818366,0.8032290615539859,0.8045206861755803,False
613,1586918,"R.S. Nayak vs A.R. Antulay & Anr on 17 April, 1986",1986.0,https://indiankanoon.org/doc/1586918/,case,13,C13_S1,expanded,0.0002765212416392385,0.0003775421824737261,0.004077684729724344,0.625,12,4,0.8702320887991928,0.7687184661957619,0.7440968718466195,0.8043995963673057,False
614,44193693,Saroop Singh vs Banto & Ors,,https://indiankanoon.org/doc/44193693/,case,5,C5_S4,expanded,0.00015856247584509776,0.0009797523824574676,0.00943512873418349,0.16666666666666666,4,2,0.6900100908173562,0.8926337033299697,0.8565085771947528,0.8043592330978809,False
616,158626204,"Mehrawal Khewaji Trust(Regd) ... vs State Of Punjab & Ors on 27 April, 2012",2012.0,https://indiankanoon.org/doc/158626204/,case,6,C6_S3,expanded,0.0001312078152444809,0.0022635564140883204,0.06323077649277492,0.07142857142857142,4,10,0.5626639757820383,0.9578203834510596,0.9765893037336024,0.8035116044399597,False
618,1773971,"Inder Mohan Lal vs Ramesh Khanna on 4 August, 1987",1987.0,https://indiankanoon.org/doc/1773971/,case,1,C1_S1,expanded,0.00024895057979658727,0.000496371915243141,0.003507966920500079,0.25,2,10,0.8399596367305752,0.8062563067608476,0.7210898082744702,0.8027043390514632,False
622,88855536,"Delhi Development Authority vs Godfrey Phillips (I) Ltd. on 6 May, 2022",2022.0,https://indiankanoon.org/doc/88855536/,case,2,C2_S6,keyword,0.00014482581812814272,0.0015587456460065194,0.011033501236055397,0.0625,1,15,0.6349142280524722,0.9323915237134208,0.8718466195761857,0.8012916246215944,False
623,141946357,Jindal Stainless Ltd.& Anr vs State Of Haryana & Ors,2016.0,https://indiankanoon.org/doc/141946357/,case,0,C0_S7,expanded,0.00012844266040508195,0.004945069776976637,0.03549645435855087,0.25274725274725274,5,86,0.5422805247225025,0.9834510595358223,0.9541876892028255,0.8011301715438951,False
627,341524,S_S_Bhola_Ors_vs_B_D_Sardana_Ors_on_11_July_1997,1997.0,https://indiankanoon.org/doc/341524/,case,8,C8_S5,expanded,0.00013281114609229238,0.0031903706510549535,0.015649188318967593,0.6842105263157895,4,15,0.5759838546922301,0.9727547931382442,0.9041372351160444,0.8003229061553986,False
628,143636306,Syed_Abdul_Khader_vs_Rami_Reddy_And_Ors_on_29_November_1978,1978.0,https://indiankanoon.org/doc/143636306/,case,5,C5_S3,expanded,0.0002665404450628704,0.0002930437163081641,0.00686432694971662,0.2,5,0,0.860343087790111,0.7295660948536832,0.8185671039354188,0.7996770938446015,False
629,1420336,"Union Of India & Ors vs Sicom Ltd. & Anr on 5 December, 2008",2008.0,https://indiankanoon.org/doc/1420336/,case,8,C8_S10,expanded,0.00014629666611742033,0.0016960177918136875,0.00787259605355492,0.6,5,15,0.6417759838546923,0.9384460141271443,0.8367305751765893,0.7994349142280526,False
632,913722,"Godavari Sugar Mills Ltd. And Ors vs S. B. Kamble And Ors on 7 March, 1975",1975.0,https://indiankanoon.org/doc/913722/,case,0,C0_S0,expanded,0.00022241631079687887,0.0009525821760627661,0.0011445224473275342,0.3,2,18,0.8115035317860747,0.8892028254288598,0.5945509586276488,0.7991927346115035,False
633,1057566,"G. Narayanaswamy Reddy (Dead) Byl.Rs. ... vs Govt. Of Karnataka And Anr on 29 April, 1991",1991.0,https://indiankanoon.org/doc/1057566/,case,10,C10_S4,expanded,0.00017754568914673236,0.0006449860785556544,0.0075508598308093025,0.42857142857142855,6,1,0.7426841574167508,0.8387487386478305,0.8314833501513622,0.798869828456105,False
635,799151,Waman_Rao_Ors_Etc_Etc_vs_Union_Of_India_And_Ors_on_9_May_1980,1980.0,https://indiankanoon.org/doc/799151/,case,0,C0_S6,expanded,0.00037636256651726245,0.000324693715437647,0.0019327623295061554,0.20833333333333334,23,1,0.9239152371342079,0.7471241170534814,0.6518668012108981,0.7987891019172554,False
636,245101,"Ishwar Dass Jain (Dead) Thr. Lrs vs Sohan Lal (Dead)By Lrs on 29 November, 1999",1999.0,https://indiankanoon.org/doc/245101/,case,1,C1_S0,expanded,0.00020656969383702089,0.0003420715458545825,0.01596332334622204,0.16666666666666666,3,3,0.7891019172552977,0.7545913218970737,0.9059535822401614,0.7986680121089809,False
637,154958944,Society For Un-Aided P.School Of Raj vs U.O.I & Anr,2012.0,https://indiankanoon.org/doc/154958944/,case,0,C0_S4,expanded,0.0001561994349619857,0.0010319831621893834,0.007584133326298714,0.20454545454545456,8,36,0.6821392532795156,0.8980827447023209,0.8322906155398587,0.7985469223007065,False
638,1245093,"Shrimant Padmaraje R. Kadambande vs Commissioner Of Income Tax, Pune on 22 April, 1992",1992.0,https://indiankanoon.org/doc/1245093/,case,8,C8_S0,expanded,0.000165044633979694,0.0008717389395328742,0.0066952851800909825,0.3333333333333333,2,7,0.7134207870837538,0.8772956609485368,0.8094853683148335,0.7981836528758829,False
639,154710601,Dahiben vs Arvindbhai Kalyanji Bhanusali (Gajra) ...,2020.0,https://indiankanoon.org/doc/154710601/,case,5,C5_S10,expanded,0.00016396758775328842,0.0005986315065061539,0.01644418399371838,0.18181818181818182,3,8,0.7112008072653885,0.829465186680121,0.9093844601412714,0.7981432896064582,False
644,1636196,"Richpal Singh And Others Etc vs Dalip on 9 September, 1987",1987.0,https://indiankanoon.org/doc/1636196/,case,1,C1_S3,expanded,0.00013763517868403368,0.0015858722068560894,0.01698003436652352,0.18181818181818182,1,10,0.6046417759838547,0.9334006054490414,0.9118062563067608,0.7975782038345106,False
647,80655,"R. Rudraiah & Anr vs State Of Karnataka & Ors on 4 February, 1998",1998.0,https://indiankanoon.org/doc/80655/,case,10,C10_S1,expanded,0.00014690857269474515,0.0007361743509523023,0.07627668005819264,0.42857142857142855,1,6,0.6460141271442987,0.8561049445005046,0.9808274470232089,0.7970131180625633,False
648,1231586,S_Amarjit_Singh_Kalra_Dead_Ram_vs_Smt_Pramod_Gupta_Dead_By_L_Rs_Ors_on_17_December_2002,2002.0,https://indiankanoon.org/doc/1231586/,case,1,C1_S2,expanded,0.00025666960225863755,0.00037266091704954207,0.004377838360283779,0.0,2,3,0.8493440968718466,0.7658930373360242,0.7543895055499495,0.7969727547931382,False
650,897981,"Ashok Kumar Gupta , Vidya Sagar Gupta & ... vs State Of U.P. & Ors on 21 March, 1997",1997.0,https://indiankanoon.org/doc/897981/,case,0,C0_S12,expanded,0.00016080350157535625,0.000867724867207804,0.007684173771842,0.041666666666666664,1,23,0.6992936427850656,0.8760847628657922,0.8337033299697275,0.7968920282542887,False
652,1492672,"Kshitish Chandra Purkait vs Santosh Kumar Purkait & Ors on 7 May, 1997",1997.0,https://indiankanoon.org/doc/1492672/,case,5,C5_S9,expanded,0.0002631052587327234,0.00020619144730467064,0.01720397825575678,0.2857142857142857,5,2,0.8559031281533804,0.6785065590312815,0.9134207870837537,0.7964480322906156,False
654,1690960,"Jayaram Mudaliar vs Ayyaswami And Ors. on 12 April, 1972",1972.0,https://indiankanoon.org/doc/1690960/,case,5,C5_S2,expanded,0.0001982384131151429,0.000374706572488253,0.0141254539483623,0.36363636363636365,6,5,0.7761856710393542,0.7675075681130171,0.8940464177598385,0.7962865792129163,False
655,443837,"Rohtas Industries Ltd vs S.D. Agarwal & Anr on 16 December, 1968",1968.0,https://indiankanoon.org/doc/443837/,case,0,C0_S0,expanded,0.0005767680578366775,0.0002956194426836469,0.0009849529070259987,0.4375,9,7,0.9673057517658931,0.7315842583249244,0.5824419778002018,0.7960443995963673,False
656,952963,"M/S Associated Cement Companies Ltd vs Commissioner Of Customs on 25 January, 2001",2001.0,https://indiankanoon.org/doc/952963/,case,8,C8_S6,expanded,0.0002117606134186274,0.00029284729600060174,0.02032460155895607,0.125,7,9,0.7961654894046418,0.729364278506559,0.9273461150353178,0.795681130171544,False
658,1213021,"Commnr. Of Central Excise, New Delhi vs M/S. Hari Chand Shri Gopal & Ors",2010.0,https://indiankanoon.org/doc/1213021/,case,8,C8_S8,expanded,0.00016503106972338643,0.0005590738411128287,0.01608941058564128,0.0,3,5,0.7132189707366297,0.8215943491422806,0.9063572149344097,0.7951967709384461,False
659,1393462,G.Jayashree & Ors vs Bhagwandas S.Patel & Ors,,https://indiankanoon.org/doc/1393462/,case,10,C10_S4,expanded,0.00024963119151881735,0.00021952259056854542,0.016988911794505276,0.2,4,1,0.8411705348133198,0.6902119071644803,0.9122098890010091,0.794994954591322,False
660,110813550,Shreya Singhal v. Union of India,2015.0,https://indiankanoon.org/doc/110813550/,case,0,C0_S2,expanded,0.00018626536607019626,0.0006327776737979224,0.00557337121975964,0.15151515151515152,13,20,0.7574167507568113,0.836125126135217,0.7868819374369324,0.7947931382441978,False
661,758161,Bollepanda P. Poonacha & Anr vs K.M. Madapa,,https://indiankanoon.org/doc/758161/,case,4,C4_S2,expanded,0.00025666960225863755,0.000242792843143592,0.01048487360132615,0.0,2,1,0.8493440968718466,0.7041372351160444,0.8668012108980827,0.794752774974773,False
