case,source_doc_id,title,court,date,numcites_api,numcitedby_api,citations_count,error
Akkamma_vs_Vemavathi_on_25_November_2021,175148916,"Akkamma vs Vemavathi on 25 November, 2021",Supreme Court of India,2021-11-25,13,18,13,
Amazon_Com_Nv_Investment_Holdings_Llc_vs_Future_Retail_Limited_on_6_August_2021,104517457,"Amazon.Com Nv Investment Holdings Llc vs Future Retail Limited on 6 August, 2021",Supreme Court of India,2021-08-06,131,21,131,
Arce_Polymers_Pvt_Ltd_vs_M_S_Alphine_Pharmaceuticals_Pvt_Ltd_on_3_December_2021,6610062,"Arce Polymers Pvt. Ltd. vs M/S Alphine Pharmaceuticals Pvt. Ltd. on 3 December, 2021",Supreme Court of India,2021-12-03,23,8,23,
Arcelor_Mittal_Nippon_Steel_India_Ltd_vs_Essar_Bulk_Terminal_Ltd_on_14_September_2021,110706470,"Arcelor Mittal Nippon Steel India Ltd. vs Essar Bulk Terminal Ltd. on 14 September, 2021",Supreme Court of India,2021-09-14,41,47,41,
Arun_Kumar_Jagatramka_vs_Jindal_Steel_And_Power_Ltd_on_15_March_2021,54725749,"Arun Kumar Jagatramka vs Jindal Steel And Power Ltd. on 15 March, 2021",Supreme Court of India,2021-03-15,86,42,86,
Arvind_Kumar_Nemichand_vs_The_State_Of_Rajasthan_on_22_November_2021,100576613,"Arvind Kumar @ Nemichand . vs The State Of Rajasthan on 22 November, 2021",Supreme Court of India,2021-11-22,41,23,41,
Asha_John_Divianathan_vs_Vikram_Malhotra_on_26_February_2021,110391679,"Asha John Divianathan vs Vikram Malhotra . on 26 February, 2021",Supreme Court of India,2021-02-26,38,11,38,
Ashok_Kumar_vs_Smt_Raj_Gupta_on_1_October_2021,169684843,"Ashok Kumar vs Smt. Raj Gupta on 1 October, 2021",Supreme Court of India,2021-10-01,9,22,9,
Assam_Industrial_Development_vs_Gillapukri_Tea_Company_Limited_on_28_January_2021,171479667,"Assam Industrial Development ... vs Gillapukri Tea Company Limited on 28 January, 2021",Supreme Court of India,2021-01-28,13,7,13,
Asset_Reconstruction_Company_India_vs_Bishal_Jaiswal_on_15_April_2021,107688497,"Asset Reconstruction Company (India) ... vs Bishal Jaiswal on 15 April, 2021",Supreme Court of India,2021-04-15,87,107,87,
Assistant_Excise_Commissioner_vs_Esthappan_Cherian_on_6_September_2021,104429403,"Assistant Excise Commissioner, ... vs Esthappan Cherian on 6 September, 2021",Supreme Court of India,2021-09-06,6,70,6,
Bajranga_Dead_By_Lrs_vs_The_State_Of_Madhya_Pradesh_on_19_January_2021,25844925,"Bajranga (Dead) By Lrs. vs The State Of Madhya Pradesh on 19 January, 2021",Supreme Court of India,2021-01-19,20,7,20,
Banka_Sneha_Sheela_vs_The_State_Of_Telangana_on_2_August_2021,165315106,"Banka Sneha Sheela vs The State Of Telangana on 2 August, 2021",Supreme Court of India,2021-08-02,43,137,43,
Beereddy_Dasareatharami_Reddy_vs_V_Manjunath_on_13_December_2021,129916211,"Beereddy Dasareatharami Reddy vs V. Manjunath on 13 December, 2021",Supreme Court of India,2021-12-13,11,10,11,
Bhagchandra_vs_The_State_Of_Madhya_Pradesh_on_9_December_2021,35807970,"Bhagchandra vs The State Of Madhya Pradesh on 9 December, 2021",Supreme Court of India,2021-12-09,30,8,30,
Central_Bureau_Of_Investigation_Cbi_vs_Thommandru_Hannah_Vijayalakshmi_T_H_on_8_October_2021,66588430,"Central Bureau Of Investigation (Cbi) vs Thommandru Hannah Vijayalakshmi @ T.H. ... on 8 October, 2021",Supreme Court of India,2021-10-08,57,43,57,
Commissioner_Of_Police_vs_Raj_Kumar_on_25_August_2021,99775657,"Commissioner Of Police vs Raj Kumar on 25 August, 2021",Supreme Court of India,2021-08-25,29,102,29,
Delhi_Airport_Metro_Express_Pvt_Ltd_vs_Delhi_Metro_Rail_Corporation_Ltd_on_9_September_2021,7627665,"Delhi Airport Metro Express Pvt. Ltd. vs Delhi Metro Rail Corporation Ltd. on 9 September, 2021",Supreme Court of India,2021-09-09,27,282,27,
Dena_Bank_Now_Bank_Of_Baroda_vs_C_Shivakumar_Reddy_on_4_August_2021,140970077,"Dena Bank (Now Bank Of Baroda) vs C. Shivakumar Reddy on 4 August, 2021",Supreme Court of India,2021-08-04,65,99,65,
Deputy_Commissioner_Of_Income_Tax_vs_M_S_Pepsi_Foods_Ltd_Now_Pepsico_India_on_6_April_2021,33094564,"Deputy Commissioner Of Income Tax vs M/S Pepsi Foods Ltd. (Now Pepsico India ... on 6 April, 2021",Supreme Court of India,2021-04-06,58,45,58,
Dlf_Home_Developers_Limited_vs_Rajapura_Homes_Private_Limited_on_22_September_2021,98285704,"Dlf Home Developers Limited vs Rajapura Homes Private Limited on 22 September, 2021",Supreme Court of India,2021-09-22,22,47,22,
Dr_U_N_Bora_Ex_Chief_Executive_vs_Assam_Roller_Flour_Mills_Association_on_26_October_2021,65850392,"Dr. U.N. Bora, Ex. Chief Executive ... vs Assam Roller Flour Mills Association on 26 October, 2021",Supreme Court of India,2021-10-26,28,112,28,
E_S_Krishnamurthy_vs_M_S_Bharath_Hi_Tech_Builders_Pvt_Ltd_on_14_December_2021,75140693,"E.S. Krishnamurthy vs M/S Bharath Hi Tech Builders Pvt. Ltd. on 14 December, 2021",Supreme Court of India,2021-12-14,6,21,6,
Ebix_Singapore_Pte_Ltd_vs_Committee_Of_Creditors_Of_Educomp_on_13_September_2021,178099225,"Ebix Singapore Pte Ltd. vs Committee Of Creditors Of Educomp ... on 13 September, 2021",Supreme Court of India,2021-09-13,102,115,102,
Electrosteel_Steels_Limited_vs_Union_Of_India_on_9_December_2021,170633682,"Electrosteel Steels Limited vs Union Of India on 9 December, 2021",Supreme Court of India,2021-12-09,18,14,18,
Engineering_Analysis_Centre_Of_vs_The_Commissioner_Of_Income_Tax_on_2_March_2021,170521216,"Engineering Analysis Centre Of ... vs The Commissioner Of Income Tax on 2 March, 2021",Supreme Court of India,2021-03-02,167,1029,167,
Estate_Officer_vs_Charanjit_Kaur_on_7_September_2021,129761968,"Estate Officer vs Charanjit Kaur on 7 September, 2021",Supreme Court of India,2021-09-07,25,8,25,
Forum_For_Peoples_Collective_Efforts_vs_The_State_Of_West_Bengal_on_4_May_2021,34436597,"Forum For Peoples Collective Efforts ... vs The State Of West Bengal on 4 May, 2021",Supreme Court of India,2021-05-04,228,21,228,
Franklin_Templeton_Trustee_Services_vs_Amruta_Garg_And_Ors_Etc_Etc_on_14_July_2021,67004212,"Franklin Templeton Trustee Services ... vs Amruta Garg And Ors. Etc. Etc. on 14 July, 2021",Supreme Court of India,2021-07-14,56,11,56,
G_Mohan_Rao_vs_The_State_Of_Tamil_Nadu_on_29_June_2021,7835951,"G. Mohan Rao vs The State Of Tamil Nadu on 29 June, 2021",Supreme Court of India,2021-06-29,57,30,57,
Gaurav_Kumar_Bansal_vs_Union_Of_India_on_30_June_2021,29787708,"Gaurav Kumar Bansal vs Union Of India on 30 June, 2021",Supreme Court of India,2021-06-30,41,16,41,
Ghanashyam_Mishra_And_Sons_Private_vs_Edelweiss_Asset_Reconstruction_on_13_April_2021,30560910,"Ghanashyam Mishra And Sons Private ... vs Edelweiss Asset Reconstruction ... on 13 April, 2021",Supreme Court of India,2021-04-13,110,360,110,
Government_Of_Kerala_vs_Mother_Superior_Adoration_Convent_on_1_March_2021,16203461,"Government Of Kerala vs Mother Superior Adoration Convent on 1 March, 2021",Supreme Court of India,2021-03-01,29,24,29,
Government_Of_Maharashtra_Water_vs_M_S_Borse_Brothers_Engineers_And_on_19_March_2021,197941333,"Government Of Maharashtra, (Water ... vs M/S Borse Brothers Engineers And ... on 19 March, 2021",Supreme Court of India,2021-03-19,124,36,124,
Gujarat_Urja_Vikas_Nigam_Limited_vs_Amit_Gupta_on_8_March_2021,75443134,"Gujarat Urja Vikas Nigam Limited vs Amit Gupta on 8 March, 2021",Supreme Court of India,2021-03-08,110,67,110,
H_S_Goutham_vs_Rama_Murthy_And_Anr_Etc_on_12_February_2021,157385843,"H.S.Goutham vs Rama Murthy And Anr. Etc. on 12 February, 2021",Supreme Court of India,2021-02-12,8,17,8,
Hamid_Ali_Khan_D_Thr_Lrs_vs_State_Of_U_P_on_23_November_2021,77773601,"Hamid Ali Khan (D) Thr. Lrs. vs State Of U.P. . on 23 November, 2021",Supreme Court of India,2021-11-23,36,13,36,
Hari_Om_Hero_vs_State_Of_U_P_on_5_January_2021,52024378,"Hari Om @ Hero vs State Of U.P. on 5 January, 2021",Supreme Court of India,2021-01-05,32,34,32,
Haryana_Space_Application_Centre_vs_M_S_Pan_India_Consultants_Pvt_Ltd_on_20_January_2021,128928789,"Haryana Space Application Centre ... vs M/S Pan India Consultants Pvt. Ltd. on 20 January, 2021",Supreme Court of India,2021-01-20,8,45,8,
Himachal_Pradesh_Bus_Stand_Management_vs_The_Central_Empowered_Committee_on_12_January_2021,9311516,"Himachal Pradesh Bus Stand Management ... vs The Central Empowered Committee on 12 January, 2021",Supreme Court of India,2021-01-12,32,14,32,
Iffco_Tokio_General_Insurance_Company_vs_Pearl_Beverages_Ltd_on_12_April_2021,25720691,"Iffco Tokio General Insurance Company ... vs Pearl Beverages Ltd. on 12 April, 2021",Supreme Court of India,2021-04-12,47,17,47,
Indra_Devi_vs_The_State_Of_Rajasthan_on_23_July_2021,79875124,"Indra Devi vs The State Of Rajasthan on 23 July, 2021",Supreme Court of India,2021-07-23,12,8,12,
Indus_Biotech_Private_Limited_vs_Kotak_India_Venture_Offshore_Fund_on_26_March_2021,150558872,"Indus Biotech Private Limited vs Kotak India Venture (Offshore) Fund ... on 26 March, 2021",Supreme Court of India,2021-03-26,15,19,15,
Ireo_Grace_Realtech_Pvt_Ltd_vs_Abhishek_Khanna_on_11_January_2021,3495097,"Ireo Grace Realtech Pvt. Ltd. vs Abhishek Khanna on 11 January, 2021",Supreme Court of India,2021-01-11,82,189,82,
Jacob_Punnen_vs_United_India_Insurance_Co_Ltd_on_9_December_2021,13819891,"Jacob Punnen vs United India Insurance Co;Ltd on 9 December, 2021",Supreme Court of India,2021-12-09,37,12,37,
Jaikam_Khan_vs_The_State_Of_Uttar_Pradesh_on_15_December_2021,95032993,"Jaikam Khan vs The State Of Uttar Pradesh on 15 December, 2021",Supreme Court of India,2021-12-15,20,9,20,
Jaishri_Laxmanrao_Patil_vs_The_Chief_Minister_And_Ors_on_5_May_2021,189806642,"Jaishri Laxmanrao Patil vs The Chief Minister And Ors. on 5 May, 2021",Supreme Court of India,2021-05-05,314,31,314,
Jamia_Masjid_vs_K_V_Rudrappa_D_Th_Lrs_on_23_September_2021,134990086,"Jamia Masjid vs K.V.Rudrappa (D) Th.Lrs on 23 September, 2021",Supreme Court of India,2021-09-23,31,15,31,
Jaypee_Kensington_Boulevard_vs_Nbcc_India_Ltd_on_24_March_2021,123645104,"Jaypee Kensington Boulevard ... vs Nbcc (India) Ltd on 24 March, 2021",Supreme Court of India,2021-03-24,163,88,163,
Jitul_Jentilal_Kotecha_vs_The_State_Of_Gujarat_on_12_November_2021,157386110,"Jitul Jentilal Kotecha vs The State Of Gujarat on 12 November, 2021",Supreme Court of India,2021-11-12,36,19,36,
K_N_Nagarajappa_vs_H_Narasimha_Reddy_on_9_September_2021,184427047,"K.N.Nagarajappa vs H.Narasimha Reddy on 9 September, 2021",Supreme Court of India,2021-09-09,13,18,13,
K_S_Ranganatha_vs_Vittal_Setty_on_8_December_2021,146183588,"K.S. Ranganatha vs Vittal Setty on 8 December, 2021",Supreme Court of India,2021-12-08,23,59,23,
K_V_Anil_Mithra_vs_Sree_Sankaracharya_Univ_Of_Sanskrit_on_27_October_2021,181081965,"K.V.Anil Mithra . vs Sree Sankaracharya Univ.Of Sanskrit ... on 27 October, 2021",Supreme Court of India,2021-10-27,23,47,23,
Kalpraj_Dharamshi_Successful_vs_Kotak_Investment_Advisors_Limited_on_10_March_2021,103028197,"Kalpraj Dharamshi Successful ... vs Kotak Investment Advisors Limited on 10 March, 2021",Supreme Court of India,2021-03-10,99,93,99,
Kaptan_Singh_vs_The_State_Of_Uttar_Pradesh_on_13_August_2021,10151882,"Kaptan Singh vs The State Of Uttar Pradesh on 13 August, 2021",Supreme Court of India,2021-08-13,19,185,19,
Kavitha_Lankesh_vs_The_State_Of_Karnataka_on_21_October_2021,4253131,"Kavitha Lankesh vs The State Of Karnataka on 21 October, 2021",Supreme Court of India,2021-10-21,40,23,40,
Kayalulla_Parambath_Moidu_Haji_vs_Namboodiyil_Vinodan_on_7_September_2021,190311198,"Kayalulla Parambath Moidu Haji vs Namboodiyil Vinodan on 7 September, 2021",Supreme Court of India,2021-09-07,8,21,8,
Kiran_Devi_vs_Bihar_State_Sunni_Wakf_Board_on_5_April_2021,37580555,"Kiran Devi vs Bihar State Sunni Wakf Board on 5 April, 2021",Supreme Court of India,2021-04-05,29,23,29,
Kirti_vs_Oriental_Insurance_Company_Limited_on_5_January_2021,106405133,"Kirti vs Oriental Insurance Company Limited on 5 January, 2021",Supreme Court of India,2021-01-05,23,112,23,
Korukonda_Chalapathi_Rao_vs_Korukonda_Annapurna_Sampath_Kumar_on_1_October_2021,161176425,"Korukonda Chalapathi Rao . vs Korukonda Annapurna Sampath Kumar on 1 October, 2021",Supreme Court of India,2021-10-01,31,39,31,
Krishna_Lal_Chawla_vs_State_Of_U_P_on_8_March_2021,47687478,"Krishna Lal Chawla vs State Of U.P. on 8 March, 2021",Supreme Court of India,2021-03-08,34,104,34,
Lalit_Kumar_Jain_vs_Union_Of_India_on_21_May_2021,60477445,"Lalit Kumar Jain vs Union Of India on 21 May, 2021",Supreme Court of India,2021-05-21,183,17,183,
Laxmi_Pat_Surana_vs_Union_Bank_Of_India_on_26_March_2021,12052125,"Laxmi Pat Surana vs Union Bank Of India on 26 March, 2021",Supreme Court of India,2021-03-26,31,70,31,
M_S_Indsil_Hydro_Power_And_Manganese_vs_State_Of_Kerala_And_Others_on_6_September_2021,156000053,"M/S Indsil Hydro Power And Manganese ... vs State Of Kerala And Others on 6 September, 2021",Supreme Court of India,2021-09-06,33,10,33,
M_S_Laureate_Buildwell_Pvt_Ltd_vs_Charanjeet_Singh_on_22_July_2021,91095721,"M/S Laureate Buildwell Pvt. Ltd. vs Charanjeet Singh on 22 July, 2021",Supreme Court of India,2021-07-22,13,28,13,
M_S_Magadh_Sugar_And_Energy_Ltd_vs_The_State_Of_Bihar_on_24_September_2021,123927426,"M/S. Magadh Sugar And Energy Ltd. vs The State Of Bihar on 24 September, 2021",Supreme Court of India,2021-09-24,22,89,22,
M_S_N_N_Global_Mercantile_Private_vs_M_S_Indo_Unique_Flame_Ltd_on_11_January_2021,39641512,"M/S N.N. Global Mercantile Private ... vs M/S Indo Unique Flame Ltd. on 11 January, 2021",Supreme Court of India,2021-01-11,110,136,110,
M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021,199473647,"M/S Neeharika, Infrastructure Pvt. ... vs The State Of Maharashtra on 13 April, 2021",Supreme Court of India,2021-04-13,75,3990,75,
M_S_Newtech_Promoters_And_Developers_vs_The_State_Of_Uttar_Pradesh_on_11_November_2021,149094324,"M/S Newtech Promoters And Developers ... vs The State Of Uttar Pradesh on 11 November, 2021",Supreme Court of India,2021-11-11,78,81,78,
M_S_Orator_Marketing_Pvt_Ltd_vs_M_S_Samtex_Desinz_Pvt_Ltd_on_26_July_2021,179103560,"M/S Orator Marketing Pvt. Ltd. vs M/S Samtex Desinz Pvt. Ltd. on 26 July, 2021",Supreme Court of India,2021-07-26,30,29,30,
M_S_Prem_Cottex_vs_Uttar_Haryana_Bijli_Vitran_Nigam_on_5_October_2021,106830819,"M/S Prem Cottex vs Uttar Haryana Bijli Vitran Nigam ... on 5 October, 2021",Supreme Court of India,2021-10-05,7,34,7,
M_S_Radha_Krishan_Industries_vs_The_State_Of_Himachal_Pradesh_on_20_April_2021,62362537,"M/S Radha Krishan Industries vs The State Of Himachal Pradesh on 20 April, 2021",Supreme Court of India,2021-04-20,58,296,58,
Madras_Bar_Association_vs_Union_Of_India_on_14_July_2021,105716048,"Madras Bar Association vs Union Of India on 14 July, 2021",Supreme Court of India,2021-07-14,179,8,179,
Maharashtra_State_Electricity_vs_Maharashtra_Electricity_Regulatory_on_8_October_2021,63713839,"Maharashtra State Electricity ... vs Maharashtra Electricity Regulatory ... on 8 October, 2021",Supreme Court of India,2021-10-08,80,23,80,
Mahindra_And_Mahindra_Financial_vs_Maheshbhai_Tinabhai_Rathod_on_16_December_2021,90059387,"Mahindra And Mahindra Financial ... vs Maheshbhai Tinabhai Rathod on 16 December, 2021",Supreme Court of India,2021-12-16,16,28,16,
Manish_Kumar_vs_Union_Of_India_on_19_January_2021,54883247,"Manish Kumar vs Union Of India on 19 January, 2021",Supreme Court of India,2021-01-19,340,109,340,
Manjeet_Singh_vs_The_State_Of_Haryana_on_24_August_2021,181270364,"Manjeet Singh vs The State Of Haryana on 24 August, 2021",Supreme Court of India,2021-08-24,38,51,38,
Manohar_Lal_Sharma_vs_Union_Of_India_on_27_October_2021,39021018,"Manohar Lal Sharma vs Union Of India on 27 October, 2021",Supreme Court of India,2021-10-27,9,40,9,
Mitesh_Kumar_J_Sha_vs_The_State_Of_Karnataka_on_26_October_2021,118326933,"Mitesh Kumar J Sha vs The State Of Karnataka on 26 October, 2021",Supreme Court of India,2021-10-26,26,153,26,
Mohd_Rafiq_Kallu_vs_The_State_Of_Madhya_Pradesh_on_15_September_2021,155882766,"Mohd. Rafiq @ Kallu vs The State Of Madhya Pradesh on 15 September, 2021",Supreme Court of India,2021-09-15,7,58,7,
Municipal_Corporation_Of_Gr_Mumbai_vs_Ankita_Sinha_on_7_October_2021,5754869,"Municipal Corporation Of Gr. Mumbai vs Ankita Sinha on 7 October, 2021",Supreme Court of India,2021-10-07,70,27,70,
Murthy_vs_C_Saradambal_on_10_December_2021,157807135,"Murthy vs C.Saradambal on 10 December, 2021",Supreme Court of India,2021-12-10,23,47,23,
N_Jayasree_vs_Cholamandalam_Ms_General_Insurance_on_25_October_2021,108594766,"N. Jayasree vs Cholamandalam Ms General Insurance ... on 25 October, 2021",Supreme Court of India,2021-10-25,19,154,19,
Nagabhushan_vs_The_State_Of_Karnataka_on_8_March_2021,135785387,"Nagabhushan vs The State Of Karnataka on 8 March, 2021",Supreme Court of India,2021-03-08,40,13,40,
Nathu_Singh_vs_The_State_Of_Uttar_Pradesh_on_28_May_2021,166323945,"Nathu Singh vs The State Of Uttar Pradesh on 28 May, 2021",Supreme Court of India,2021-05-28,16,63,16,
National_Company_vs_The_Territory_Manager_Bharat_Petroleum_on_11_November_2021,7994631,"National Company vs The Territory Manager Bharat Petroleum ... on 11 November, 2021",Supreme Court of India,2021-11-11,21,10,21,
National_Confederation_Of_Officers_vs_Union_Of_India_on_18_November_2021,91262952,"National Confederation Of Officers ... vs Union Of India on 18 November, 2021",Supreme Court of India,2021-11-18,62,12,62,
National_Insurance_Co_Ltd_vs_M_S_Hareshwar_Enterprises_P_Ltd_on_18_August_2021,64240611,"National Insurance Co.Ltd. vs M/S Hareshwar Enterprises (P) Ltd. on 18 August, 2021",Supreme Court of India,2021-08-18,9,11,9,
Nbcc_India_Limited_vs_Shri_Ram_Trivedi_on_8_March_2021,188835545,"Nbcc (India) Limited vs Shri Ram Trivedi on 8 March, 2021",Supreme Court of India,2021-03-08,8,10,8,
Neena_Aneja_vs_Jai_Prakash_Associates_Ltd_on_16_March_2021,173843611,"Neena Aneja vs Jai Prakash Associates Ltd. on 16 March, 2021",Supreme Court of India,2021-03-16,108,22,108,
Nitisha_vs_Union_Of_India_on_25_March_2021,190567716,"Nitisha vs Union Of India on 25 March, 2021",Supreme Court of India,2021-03-25,34,18,34,
P_Mohanraj_vs_M_S_Shah_Brothers_Ispat_Pvt_Ltd_on_1_March_2021,97452657,"P. Mohanraj vs M/S. Shah Brothers Ispat Pvt. Ltd. on 1 March, 2021",Supreme Court of India,2021-03-01,191,188,191,
Pasl_Wind_Solutions_Private_Limited_vs_Ge_Power_Conversion_India_Private_on_20_April_2021,79928496,"Pasl Wind Solutions Private Limited vs Ge Power Conversion India Private ... on 20 April, 2021",Supreme Court of India,2021-04-20,108,14,108,
Patan_Jamal_Vali_vs_The_State_Of_Andhra_Pradesh_on_27_April_2021,138189653,"Patan Jamal Vali vs The State Of Andhra Pradesh on 27 April, 2021",Supreme Court of India,2021-04-27,28,36,28,
Phoenix_Arc_Private_Limited_vs_Spade_Financial_Services_Limited_on_1_February_2021,137461156,"Phoenix Arc Private Limited vs Spade Financial Services Limited on 1 February, 2021",Supreme Court of India,2021-02-01,32,49,32,
Phoenix_Arc_Pvt_Ltd_vs_Ketulbhai_Ramubhai_Patel_on_3_February_2021,90033991,"Phoenix Arc Pvt. Ltd. vs Ketulbhai Ramubhai Patel on 3 February, 2021",Supreme Court of India,2021-02-03,16,9,16,
Placido_Francisco_Pinto_D_By_Lrs_vs_Jose_Franciso_Pinto_on_30_September_2021,82185512,"Placido Francisco Pinto(D) By Lrs vs Jose Franciso Pinto . on 30 September, 2021",Supreme Court of India,2021-09-30,9,16,9,
Prabhagiya_Van_Adhikari_Awadh_Van_vs_Arun_Kumar_Bhardwaj_Dead_Thr_Lrs_on_5_October_2021,71510317,"Prabhagiya Van Adhikari Awadh Van ... vs Arun Kumar Bhardwaj (Dead) Thr. Lrs. on 5 October, 2021",Supreme Court of India,2021-10-05,19,15,19,
Pradeep_S_Wodeyar_vs_The_State_Of_Karnataka_on_29_November_2021,71518761,"Pradeep S. Wodeyar vs The State Of Karnataka on 29 November, 2021",Supreme Court of India,2021-11-29,116,47,116,
Prakash_Gupta_vs_Securities_And_Exchange_Board_Of_India_on_23_July_2021,97242241,"Prakash Gupta vs Securities And Exchange Board Of India on 23 July, 2021",Supreme Court of India,2021-07-23,85,10,85,
Prashant_Singh_Rajput_vs_The_State_Of_Madhya_Pradesh_on_8_October_2021,130119054,"Prashant Singh Rajput vs The State Of Madhya Pradesh on 8 October, 2021",Supreme Court of India,2021-10-08,26,24,26,
Pravin_Electricals_Pvt_Ltd_vs_Galaxy_Infra_And_Engineering_Pvt_Ltd_on_8_March_2021,26001191,"Pravin Electricals Pvt. Ltd vs Galaxy Infra And Engineering Pvt. Ltd. on 8 March, 2021",Supreme Court of India,2021-03-08,45,36,45,
Priti_Saraf_vs_State_Of_Nct_Of_Delhi_on_10_March_2021,47961553,"Priti Saraf vs State Of Nct Of Delhi on 10 March, 2021",Supreme Court of India,2021-03-10,29,152,29,
Punjab_State_Power_Corporation_Ltd_vs_Emta_Coal_Limited_on_21_September_2021,182107002,"Punjab State Power Corporation Ltd. vs Emta Coal Limited on 21 September, 2021",Supreme Court of India,2021-09-21,15,16,15,
R_Jankiammal_vs_S_K_Kumaraswamy_D_Thr_Lrs_on_30_June_2021,8344139,"R.Jankiammal vs S.K.Kumaraswamy (D) Thr.Lrs. on 30 June, 2021",Supreme Court of India,2021-06-30,29,21,29,
Rahmat_Khan_Rammu_Bismillah_Khan_vs_Deputy_Commissioner_Of_Police_on_25_August_2021,172703919,"Rahmat Khan @ Rammu Bismillah Khan vs Deputy Commissioner Of Police on 25 August, 2021",Supreme Court of India,2021-08-25,23,7,23,
Rahul_S_Shah_vs_Jinendrakumar_Gandhi_on_22_April_2021,93073896,"Rahul S Shah vs Jinendrakumar Gandhi on 22 April, 2021",Supreme Court of India,2021-04-22,14,16,14,
Rajendra_Bajoria_vs_Hemant_Kumar_Jalan_on_21_September_2021,53410471,"Rajendra Bajoria vs Hemant Kumar Jalan on 21 September, 2021",Supreme Court of India,2021-09-21,13,36,13,
Rama_Narang_vs_Ramesh_Narang_on_19_January_2021,154781862,"Rama Narang vs Ramesh Narang on 19 January, 2021",Supreme Court of India,2021-01-19,28,40,28,
Ramawatar_vs_The_State_Of_Madhya_Pradesh_on_25_October_2021,18881531,"Ramawatar vs The State Of Madhya Pradesh on 25 October, 2021",Supreme Court of India,2021-10-25,16,408,16,
Ramesh_Bhavan_Rathod_vs_Vishanbhai_Hirabhai_Makwana_Makwana_on_20_April_2021,41350772,"Ramesh Bhavan Rathod vs Vishanbhai Hirabhai Makwana Makwana ... on 20 April, 2021",Supreme Court of India,2021-04-20,29,168,29,
Ramesh_Kymal_vs_M_S_Siemens_Gamesa_Renewable_Power_on_9_February_2021,108671199,"Ramesh Kymal vs M/S. Siemens Gamesa Renewable Power ... on 9 February, 2021",Supreme Court of India,2021-02-09,6,21,6,
Rashid_Wali_Beg_vs_Farid_Pindari_on_28_October_2021,167114502,"Rashid Wali Beg vs Farid Pindari on 28 October, 2021",Supreme Court of India,2021-10-28,66,69,66,
Ripudaman_Singh_vs_Tikka_Maheshwar_Chand_on_6_July_2021,154386547,"Ripudaman Singh vs Tikka Maheshwar Chand on 6 July, 2021",Supreme Court of India,2021-07-06,11,19,11,
S_Karthik_vs_N_Subhash_Chand_Jain_on_23_September_2021,85748040,"S Karthik vs N Subhash Chand Jain on 23 September, 2021",Supreme Court of India,2021-09-23,20,9,20,
Salimbhai_Hamidbhai_Memon_vs_Niteshkumar_Maganbhai_Patel_on_31_August_2021,36652176,"Salimbhai Hamidbhai Memon vs Niteshkumar Maganbhai Patel on 31 August, 2021",Supreme Court of India,2021-08-31,8,8,8,
Sanjay_Ramdas_Patil_vs_Sanjay_on_1_September_2021,51070927,"Sanjay Ramdas Patil vs Sanjay on 1 September, 2021",Supreme Court of India,2021-09-01,21,11,21,
Sartaj_Singh_vs_The_State_Of_Haryana_on_15_March_2021,68983934,"Sartaj Singh vs The State Of Haryana on 15 March, 2021",Supreme Court of India,2021-03-15,36,11,36,
Saurav_Jain_vs_M_S_A_B_P_Design_on_5_August_2021,41340819,"Saurav Jain vs M/S A.B.P. Design on 5 August, 2021",Supreme Court of India,2021-08-05,50,15,50,
Sesh_Nath_Singh_vs_Baidyabati_Sheoraphuli_Co_Operative_on_22_March_2021,123420950,"Sesh Nath Singh vs Baidyabati Sheoraphuli Co Operative ... on 22 March, 2021",Supreme Court of India,2021-03-22,73,39,72,
Shri_K_Jayaram_vs_Bangalore_Development_Authority_Rep_By_on_8_December_2021,43284183,"Shri K. Jayaram vs Bangalore Development Authority Rep By ... on 8 December, 2021",Supreme Court of India,2021-12-08,7,64,7,
Sivasankaran_vs_Santhimeenal_on_13_September_2021,48424234,"Sivasankaran vs Santhimeenal on 13 September, 2021",Supreme Court of India,2021-09-13,19,39,18,
Small_Scale_Industrial_Manufactures_vs_Union_Of_India_on_23_March_2021,56305231,"Small Scale Industrial Manufactures ... vs Union Of India on 23 March, 2021",Supreme Court of India,2021-03-23,70,49,70,
Srihari_Hanumandas_Totala_vs_Hemant_Vithal_Kamat_on_9_August_2021,62758350,"Srihari Hanumandas Totala vs Hemant Vithal Kamat on 9 August, 2021",Supreme Court of India,2021-08-09,15,138,15,
State_Of_Chhattisgarh_vs_M_S_Sal_Udyog_P_Ltd_on_8_November_2021,171806715,"State Of Chhattisgarh vs M/S Sal Udyog(P) Ltd on 8 November, 2021",Supreme Court of India,2021-11-08,18,49,18,
Sughar_Singh_vs_Hari_Singh_Dead_Through_Lrs_on_26_October_2021,13914562,"Sughar Singh vs Hari Singh (Dead) Through Lrs. on 26 October, 2021",Supreme Court of India,2021-10-26,8,60,8,
Supertech_Ltd_vs_Emerald_Court_Owner_Resident_Welfare_on_31_August_2021,199986312,"Supertech Ltd vs Emerald Court Owner Resident Welfare ... on 31 August, 2021",Supreme Court of India,2021-08-31,21,102,21,
T_V_Ramakrishna_Reddy_vs_M_Mallappa_on_7_September_2021,124421981,"T.V. Ramakrishna Reddy vs M. Mallappa on 7 September, 2021",Supreme Court of India,2021-09-07,5,47,5,
